,date,Zipcode,LAT,LNG,transaction_size,job_class,clusterName,logSumDollars,predicted,diff,Rank,logDollars
2321590,2016-04-15,97210,45.544163,-122.726626,<= $100,finance,"Families, Low Density",14.5254853566,13.5073139657,-1299169.14643,375.0,4.60517018599
12036162,2016-09-06,33498,26.386067,-80.219558,<= $20,Not Listed,"Suburban, White, Wealthy",11.8079058399,11.8145869466,900.343736668,14114.0,1.09861228867
14179498,2015-06-01,30349,33.622488,-84.523908,<= $100,Not Listed,"Low Income, African American",12.0127184524,10.6182433236,-123964.250128,2795.0,4.07753744391
11822951,2015-12-31,98296,47.840783,-122.101084,<= $100,Not Listed,"Suburban, White, Wealthy",12.0826556439,12.2846190659,39563.7135091,22744.0,3.21887582487
3647782,2016-06-30,22043,38.900858,-77.19588,<= $1000,Not Listed,"Homeowners, Families",13.5163535664,13.3837573586,-92073.378257,3329.0,5.52146091786
3301629,2015-12-08,75248,32.969699,-96.797334,<= $1000,business,"Families, Low Density",14.9551534594,13.5304745745,-2373664.80531,206.0,5.0106352941
9953202,2016-06-02,53715,43.06849,-89.401708,<= $20,Not Listed,"Families, Low Density",11.1442068578,11.1493017165,353.269777788,13384.0,2.99573227355
7020813,2015-09-10,23229,37.586772,-77.574165,<= $100,Not Listed,"Suburban, White, Wealthy",13.7654659573,13.4538872983,-254642.265072,1627.0,3.58351893846
14230311,2016-02-28,97213,45.538194,-122.600014,<= $100,Not Listed,"Families, Low Density",12.6362856493,12.458158563,-50175.6833742,4697.0,3.55534806149
3458750,2016-05-09,79705,32.05121,-102.059633,<= $1000,retired,"Families, Low Density",14.7598817183,13.084089904,-2089971.14975,232.0,4.78749174278
2963682,2016-08-18,85718,32.333304,-110.916607,<= $100,retired,"Homeowners, Families",14.3844597963,13.6429021022,-924942.978076,533.0,3.21887582487
7849394,2015-09-03,19123,39.964489,-75.145802,<= $20,Not Listed,"Low Income, African American",13.698071838,12.2227756099,-685826.352241,702.0,1.79175946923
14789915,2016-02-02,78756,30.32223,-97.740167,<= $20,medical,"Families, Low Density",11.9970168935,12.0001319565,506.269384558,13575.0,2.7080502011
448198,2015-10-31,48375,42.464141,-83.463958,<= $100,Not Listed,"Suburban, White, Wealthy",11.6824234839,12.7303336252,219371.005275,24097.0,3.21887582487
1029965,2015-11-21,29576,33.56209,-79.061087,<= $20,Not Listed,"White, Middle income Single Family",12.2964616453,11.2207196654,-144258.513282,2515.0,1.60943791243
11977982,2016-07-31,76527,30.841795,-97.809699,<= $1000,finance,"White, Middle income Single Family",11.4768733266,8.53436931475,-91372.3775944,3343.0,6.90775527898
14544107,2015-07-31,08536,40.33229,-74.581076,<= $20,creative,"Homeowners, Families",13.0465940259,12.7805738984,-108266.118182,3037.0,2.99573227355
16770350,2016-09-26,01863,42.63378,-71.38947,<= $20,Not Listed,"Suburban, White, Wealthy",10.8457188984,11.0293678079,10344.5884013,19845.0,2.30258509299
5370915,2016-07-29,10003,40.731829,-73.989181,<= $100,Not Listed,Wealthy Urbanites (Renters),15.553171398,14.0798656041,-4381441.40607,110.0,3.91202300543
11289910,2015-05-15,75503,33.511784,-94.133888,<= $20,Not Listed,"Families, Low Density",13.0911162307,11.4458264556,-391107.738716,1136.0,2.7080502011
9115438,2015-11-25,94618,37.844672,-122.238105,<= $100,finance,"Homeowners, Families",13.816014431,14.2056755553,476720.511813,24207.0,4.60517018599
524839,2016-07-28,78260,29.697453,-98.486728,<= $100,Not Listed,"Suburban, White, Wealthy",12.5509558392,12.9007554719,118249.730206,23850.0,3.09104245336
2689665,2015-12-31,10011,40.742039,-74.00062,<= $20,Not Listed,Wealthy Urbanites (Renters),16.5489581639,14.4299824292,-13537159.9993,30.0,2.30258509299
12272269,2016-06-30,30269,33.391904,-84.570611,<= $100,Not Listed,"Suburban, White, Wealthy",12.784745685,12.3797379522,-118802.534229,2872.0,3.295836866
3461109,2015-08-07,46204,39.771994,-86.156997,<= $20,Not Listed,Wealthy Urbanites (Renters),13.6457715084,9.99099499664,-822055.992214,613.0,2.63905732962
11060961,2016-09-27,33414,26.64892,-80.246459,<= $1000,retired,"Homeowners, Families",13.7260047999,12.4475979417,-659745.067741,728.0,5.52146091786
12142803,2016-09-27,89044,35.902434,-115.178912,<= $100,Not Listed,"Suburban, White, Wealthy",12.0230568478,11.5742439869,-60227.2475319,4246.0,3.40119738166
6692944,2016-07-15,32250,30.280559,-81.412074,<= $1000,Not Listed,"White, Middle income Single Family",13.5552153515,12.236810197,-564581.034484,832.0,5.70378247466
778113,2016-05-03,43017,40.110681,-83.129038,<= $100,Not Listed,"Suburban, White, Wealthy",15.0834072884,13.8133010922,-2555578.02672,196.0,3.295836866
8971567,2016-02-12,18049,40.515732,-75.48929,<= $100,Not Listed,"Families, Low Density",11.597964899,11.1895520327,-36505.6450349,5454.0,4.60517018599
2886761,2016-08-25,60010,42.146494,-88.164651, > $5000,medical,"Homeowners, Families",16.2403444336,13.7011730179,-10408395.1661,43.0,9.21034037198
1089094,2015-08-26,29205,33.990057,-80.997249,<= $20,retired,"Families, Low Density",12.9680530182,12.7325677609,-89905.3660497,3372.0,2.99573227355
593201,2016-02-02,55345,44.915442,-93.48443,<= $20,Not Listed,"Suburban, White, Wealthy",12.3800469608,13.0320763967,218829.471134,24096.0,2.7080502011
11813404,2016-04-18,32159,28.933207,-81.898475,<= $20,Not Listed,"White, Middle income Single Family",12.1945565896,11.2511256287,-120743.493271,2844.0,2.07944154168
4421900,2015-10-30,19073,39.983259,-75.429241,<= $100,retired,"Suburban, White, Wealthy",14.2945098546,13.1361241404,-1107530.06096,433.0,3.91202300543
9561105,2015-05-29,21012,39.046525,-76.495552,<= $100,Not Listed,"Suburban, White, Wealthy",12.4707726416,11.7782803078,-130218.642904,2698.0,3.21887582487
16111200,2015-05-22,87015,35.076689,-106.182537,<= $100,Not Listed,"White, Middle income Single Family",11.6498311582,9.66275610946,-98950.9460412,3199.0,4.60517018599
10778063,2015-12-01,44070,41.415033,-81.918942,<= $100,Not Listed,"White, Middle income Single Family",10.8978868151,11.507651016,45411.9436541,22950.0,3.21887582487
14304109,2016-09-22,32808,28.58011,-81.4443,<= $100,retired,"Low Income, African American",10.5860539536,10.9597249506,17931.6226009,21172.0,3.21887582487
12784739,2016-06-06,11729,40.761136,-73.32526,<= $100,retired,"Homeowners, Families",10.3528738477,10.6440910203,10597.0145151,19908.0,3.21887582487
13542534,2015-06-15,32092,29.939406,-81.508166,<= $5000,Not Listed,"White, Middle income Single Family",12.6483710037,10.9191957014,-256029.637409,1621.0,7.90100705199
5927102,2016-05-31,23454,36.818062,-76.030835,<= $1000,Not Listed,"Families, Low Density",13.2914426408,12.2533556997,-382423.254717,1170.0,5.66988092298
6995500,2016-07-30,23113,37.538846,-77.679628,<= $100,medical,"Suburban, White, Wealthy",14.1992575254,13.5069775821,-733250.269759,677.0,4.60517018599
5234822,2016-03-10,46268,39.898613,-86.233341,<= $100,retired,"Low Income, African American",13.3846461001,11.6438340569,-535960.641621,878.0,3.91202300543
14858168,2016-04-25,11226,40.646448,-73.956649,<= $100,Not Listed,Wealthy Urbanites (Renters),12.5649351949,11.1942869534,-213626.16461,1856.0,4.60517018599
1807341,2016-05-07,90265,34.066117,-118.846342,<= $100,Not Listed,"Homeowners, Families",15.856399923,12.9436856133,-7279264.31691,68.0,3.91202300543
11926594,2016-03-30,43146,39.773521,-83.136925,<= $20,retired,"White, Middle income Single Family",11.1596589913,10.3409605172,-39263.2314784,5263.0,1.60943791243
9878402,2016-02-23,27834,35.657296,-77.379187,<= $100,Not Listed,"Low Income, African American",12.0310404566,11.1374794573,-99187.7189129,3190.0,4.60517018599
5208844,2016-02-24,32003,30.095584,-81.710162,<= $100,Not Listed,"White, Middle income Single Family",12.0071154811,12.2121589149,37303.965674,22638.0,3.91202300543
10846856,2016-08-05,44406,41.01088,-80.770396,<= $100,legal,"Suburban, White, Wealthy",12.39611846,10.8091946228,-192387.392586,2019.0,4.60517018599
6487070,2016-02-05,77521,29.802461,-94.970322,<= $100,Not Listed,"Low Income, African American",12.0253538037,11.0151027365,-106148.731965,3071.0,3.21887582487
8200086,2016-09-30,43054,40.083073,-82.798908,<= $100,Not Listed,"Suburban, White, Wealthy",15.9664506792,12.5366232129,-8314586.16781,58.0,3.63758615973
2663913,2016-09-24,10009,40.726399,-73.978631,<= $20,Not Listed,Wealthy Urbanites (Renters),13.9135116594,13.233847744,-543995.86666,861.0,2.30258509299
15282439,2015-07-11,67880,37.58227,-101.323591,<= $100,retired,"Young Kids, Multi-racial, Low Density",10.724896013,9.73771429057,-28529.2337288,6095.0,3.91202300543
11711551,2016-02-22,14450,43.092487,-77.420461,<= $100,retired,"Suburban, White, Wealthy",13.0798315887,13.0498343034,-14160.6468369,7923.0,3.21887582487
2947332,2015-06-30,85377,33.823195,-111.913378,<= $100,retired,"Homeowners, Families",12.3761276077,10.9297764384,-181260.19951,2100.0,4.60517018599
12619944,2015-10-26,40347,38.158286,-84.728351,<= $100,Not Listed,"White, Middle income Single Family",12.6583545434,9.76096754301,-297035.595951,1435.0,3.21887582487
2965324,2015-05-20,75028,33.03271,-97.06007,<= $100,business,"Suburban, White, Wealthy",13.0687600485,12.2511926567,-264673.319511,1567.0,3.25809653802
12378532,2016-06-08,94110,37.750021,-122.415201,<= $1000,Not Listed,Wealthy Urbanites (Renters),14.4149084399,13.2575751005,-1248632.43258,389.0,5.29831736655
13040015,2016-06-09,69148,41.590372,-102.598259,<= $100,retired,"White, Middle income Single Family",8.07899825869,7.45609619888,-1495.62020361,11872.0,3.04452243772
8547887,2016-07-06,21117,39.427563,-76.777976,<= $1000,medical,"Families, Low Density",13.6654873484,12.7670876213,-510197.941493,908.0,6.90775527898
12855574,2016-07-22,75042,32.911702,-96.674838,<= $1000,technology,"Hispanic, non citizens, low income",10.9408979695,10.8326741717,-5789.0301077,9911.0,6.21460809842
14693008,2015-07-22,94519,37.988451,-122.013001,<= $20,Not Listed,"Homeowners, Families",10.4055952857,11.1349599335,35481.4119939,22551.0,2.7080502011
16802578,2015-06-28,54658,43.68213,-91.16809,<= $100,Not Listed,"White, Middle income Single Family",9.28005298439,10.2422653218,17342.6293878,21092.0,3.21887582487
15183486,2016-02-01,14886,42.505752,-76.684984,<= $20,Not Listed,"White, Middle income Single Family",12.2289001052,10.7595283659,-157541.54007,2352.0,2.99573227355
2905274,2016-09-03,28803,35.531707,-82.523017,<= $20,legal,"Families, Low Density",12.8326632701,12.030308098,-206480.907741,1906.0,1.09861228867
12457315,2016-05-31,60423,41.477349,-87.832419,<= $1000,business,"Suburban, White, Wealthy",12.8467310806,12.232586817,-174172.24011,2169.0,4.68213122712
1171877,2015-09-10,22209,38.895023,-77.075464,<= $5000,business,Wealthy Urbanites (Renters),14.1645605054,13.0019225187,-974455.241857,500.0,7.60090245954
11344161,2015-11-05,81506,39.123368,-108.531757,<= $20,Not Listed,"Suburban, White, Wealthy",11.9210869346,12.5259076387,124975.109528,23883.0,2.99573227355
1088906,2015-04-30,29205,33.990057,-80.997249,<= $1000,legal,"Families, Low Density",12.9680530182,12.7325677609,-89905.3660497,3372.0,5.75890177388
15453574,2016-04-22,26059,40.057468,-80.604858,<= $1000,Not Listed,"White, Middle income Single Family",10.1991005916,9.601313267,-12094.8155963,8299.0,5.29831736655
2700174,2016-09-12,10011,40.742039,-74.00062,<= $1000,creative,Wealthy Urbanites (Renters),16.5489581639,14.4299824292,-13537159.9993,30.0,5.64190707094
12666548,2015-11-15,53022,43.232179,-88.1158,<= $20,business,"Suburban, White, Wealthy",11.9879912598,11.6720468141,-43563.9782555,5002.0,2.63905732962
330769,2016-02-05,20001,38.910353,-77.017739,<= $100,creative,Wealthy Urbanites (Renters),16.3013695042,12.4580801634,-11754111.8581,34.0,4.38202663467
16329530,2016-03-31,66046,38.904524,-95.209753,<= $20,Not Listed,"Families, Low Density",11.2077716466,11.5939357106,34737.2006648,22501.0,0.69314718056
16899372,2016-03-31,12151,42.922697,-73.787225,<= $100,business,"Families, Low Density",8.82614739914,10.0476163092,16290.6563425,20966.0,3.295836866
4719840,2015-11-30,19426,40.191299,-75.437052,<= $20,Not Listed,"Suburban, White, Wealthy",12.5223275975,12.4022315891,-31051.9440239,5865.0,2.99573227355
11248335,2015-08-17,60450,41.366293,-88.434561,<= $1000,retired,"White, Middle income Single Family",11.5896457364,11.1100350989,-41135.4627008,5130.0,5.0106352941
10911767,2016-08-12,61701,40.476769,-88.992994,<= $100,creative,"Families, Low Density",12.337307027,11.6844283578,-109338.242321,3020.0,4.60517018599
5314911,2016-07-29,97219,45.454231,-122.698526,<= $20,Not Listed,"Families, Low Density",14.7485675473,13.3747381614,-1898729.83837,252.0,0.69314718056
14974685,2016-06-30,37172,36.532412,-86.862187,<= $100,Not Listed,"Low Income, African American",10.6678850546,10.990401061,16348.1630687,20974.0,3.91202300543
2519301,2016-06-30,10065,40.764612,-73.963122,<= $20,Not Listed,Wealthy Urbanites (Renters),16.6503182774,14.4864312953,-15071088.5116,19.0,2.7080502011
13610480,2015-07-31,85374,33.640996,-112.37833,<= $1000,Not Listed,"White, Middle income Single Family",11.1186821563,11.2062272482,6168.26414299,18498.0,5.52146091786
12982570,2016-02-02,79414,33.547794,-101.92023,<= $100,retired,"Young Kids, Multi-racial, Low Density",10.6640597094,11.1001394429,23390.3879103,21774.0,3.21887582487
2467339,2015-08-30,78750,30.418557,-97.802545,<= $100,creative,"Suburban, White, Wealthy",13.0094096618,13.1756074511,80747.5175099,23611.0,3.21887582487
6868840,2015-05-15,08807,40.592434,-74.61884,<= $100,Not Listed,"Suburban, White, Wealthy",14.1064009782,12.4011348282,-1094540.68797,438.0,3.21887582487
1012078,2016-09-28,20004,38.894885,-77.028638,<= $1000,Not Listed,Wealthy Urbanites (Renters),15.3556594836,11.9047056937,-4517323.75006,108.0,6.21460809842
12590709,2016-04-26,94089,37.412402,-122.015605,<= $100,Not Listed,"Homeowners, Families",12.6433077017,11.6036976333,-200182.050329,1948.0,3.295836866
7659926,2015-11-13,30701,34.492384,-84.958336,<= $20,Not Listed,"White, Middle income Single Family",12.4118502784,11.150807788,-176075.956373,2148.0,2.30258509299
10011476,2016-05-02,90031,34.085784,-118.206666,<= $100,creative,"Hispanic, non citizens, low income",11.4259068152,11.0804731575,-26774.4199151,6265.0,4.60517018599
15568734,2016-08-24,20622,38.417472,-76.878176,<= $100,Not Listed,"Suburban, White, Wealthy",9.78290058955,9.18629693876,-7965.56692548,9249.0,4.60517018599
12808566,2016-07-22,11741,40.794895,-73.070328,<= $100,retired,"Homeowners, Families",10.7764113877,11.3909304796,40637.2807183,22791.0,3.21887582487
13221503,2016-03-18,71953,34.608016,-94.197193,<= $1000,legal,"White, Middle income Single Family",11.5575354759,9.85668985409,-85476.3913905,3474.0,6.90775527898
4501613,2015-10-23,22042,38.865024,-77.197125,<= $20,Not Listed,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,2.7080502011
1398659,2015-04-03,60022,42.135423,-87.761882,<= $100,Not Listed,"Homeowners, Families",14.4246977015,12.2827568469,-1622995.78911,300.0,4.60517018599
3934680,2016-03-09,27606,35.742323,-78.715478,<= $100,Not Listed,"Families, Low Density",12.3037980881,12.3866869276,19058.6036412,21300.0,3.295836866
12810820,2016-02-12,92602,33.754048,-117.752273,<= $100,medical,"Homeowners, Families",11.686298772,13.4456416863,571893.911449,24223.0,3.21887582487
14319209,2016-06-01,93449,35.165671,-120.655844,<= $100,Not Listed,"Homeowners, Families",11.7524540455,10.7321834204,-81258.4020232,3584.0,3.55534806149
16857275,2016-06-13,98648,45.706172,-121.956388,<= $20,Not Listed,"White, Middle income Single Family",9.75219943832,9.37925911332,-5351.7607718,10089.0,0.69314718056
5273874,2015-03-31,97330,44.647997,-123.259576,<= $100,medical,"Families, Low Density",12.9166569126,12.4351389881,-155550.908592,2370.0,4.60517018599
15799177,2016-05-27,90019,34.049841,-118.33846,<= $20,Not Listed,Wealthy Urbanites (Renters),13.1776164216,12.1147897104,-345852.11546,1268.0,1.60943791243
13635711,2016-08-03,92131,32.88607,-117.085982,<= $100,Not Listed,"Homeowners, Families",13.6135143177,13.3332186707,-199731.166027,1955.0,3.91202300543
15965702,2015-12-04,37352,35.27752,-86.353027,<= $20,business,"White, Middle income Single Family",9.42979713543,8.90429707789,-5090.45261043,10203.0,2.30258509299
9571788,2016-03-31,43235,40.118363,-83.027626,<= $20,Not Listed,"Families, Low Density",13.9565065212,12.9713603492,-721497.452565,683.0,1.60943791243
9257555,2015-11-13,85248,33.214955,-111.869973,<= $1000,Not Listed,"Homeowners, Families",14.0169286104,11.8643486868,-1081027.13656,444.0,5.3375380797
14720737,2016-04-22,87104,35.103183,-106.675548,<= $100,medical,"Young Kids, Multi-racial, Low Density",12.5169669671,12.0045288614,-109435.443066,3018.0,3.55534806149
4233058,2016-07-30,20895,39.02704,-77.077609,<= $1000,creative,"Suburban, White, Wealthy",13.6164557784,13.1938340698,-282461.664359,1488.0,5.29831736655
16803178,2015-02-28,31087,33.251362,-83.001031,<= $100,retired,"Low Income, African American",9.72250509874,7.967256211,-13804.0691467,7978.0,3.91202300543
4327525,2015-07-24,21093,39.43914,-76.64095,<= $1000,medical,"Suburban, White, Wealthy",13.7814510628,12.9524679306,-544637.485476,860.0,6.90775527898
9358798,2016-04-07,07047,40.794175,-74.02496,<= $20,Not Listed,Wealthy Urbanites (Renters),12.0493252639,11.5318651315,-69071.9840253,3949.0,1.60943791243
8829250,2016-09-04,00646,18.43315,-66.285875,<= $20,homemaker,"Hispanic, non citizens, low income",18.1691429136,10.6569430353,-77717917.4415,1.0,2.30258509299
7289915,2016-08-11,02476,42.415637,-71.17567,<= $20,Not Listed,"Families, Low Density",12.8828973361,12.3990667124,-150948.880523,2429.0,2.7080502011
8353913,2016-07-21,19468,40.207638,-75.532067,<= $20,Not Listed,"Families, Low Density",11.3681308801,10.989705762,-27259.0553341,6220.0,0.69314718056
12517623,2015-07-28,75057,33.050725,-96.974623,<= $100,Not Listed,"Families, Low Density",10.2147884906,10.3799487485,4903.31077649,17922.0,4.27666611902
9597882,2016-04-13,87571,36.39598,-105.442212,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",11.9355885039,9.77683303054,-134981.240015,2634.0,2.7080502011
5378025,2016-07-20,94965,37.852904,-122.547207,<= $100,Not Listed,"Homeowners, Families",13.7381509974,12.4807000584,-662348.951232,723.0,3.91202300543
5143271,2015-09-02,80524,40.646857,-105.029513,<= $100,medical,"Families, Low Density",16.2149704243,11.43369496,-10924841.3047,40.0,3.91202300543
9219756,2016-05-12,17331,39.78969,-76.977984,<= $100,Not Listed,"White, Middle income Single Family",11.9033581502,11.3545947734,-62405.2532264,4168.0,3.21887582487
10574849,2015-09-30,54902,43.946895,-88.540285,<= $100,Not Listed,"Families, Low Density",10.9798542323,10.999528306,1165.90610213,14541.0,3.40119738166
15313404,2016-02-29,75116,32.66066,-96.911882,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",11.1437151375,10.7389367238,-23011.0092585,6671.0,4.60517018599
4007872,2016-03-31,27106,36.14391,-80.323157,<= $1000,Not Listed,"Low Income, African American",13.7214503966,11.8086638937,-775816.147193,645.0,6.03068526026
2579651,2016-06-29,10019,40.765823,-73.987169,<= $1000,Not Listed,Wealthy Urbanites (Renters),17.3809269066,14.4270278259,-33510944.0541,5.0,5.52146091786
14127572,2016-06-25,33702,27.846613,-82.62869,<= $1000,retired,"Families, Low Density",12.0505351712,11.5962815222,-62498.1251477,4161.0,5.52146091786
4574193,2016-05-20,22042,38.865024,-77.197125,<= $100,technology,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,3.66356164613
69975,2016-05-01,90049,34.09254,-118.491064,<= $1000,Not Listed,"Homeowners, Families",15.9338926053,14.1777638959,-6881106.16833,71.0,4.78749174278
5483739,2015-04-30,10036,40.75926,-73.98986,<= $100,Not Listed,Wealthy Urbanites (Renters),16.1325307616,13.1839687484,-9613626.72144,46.0,3.91202300543
16853165,2016-03-03,97535,42.267738,-122.811447,<= $20,retired,"White, Middle income Single Family",9.1594680416,10.2099570373,17668.4001636,21137.0,2.7080502011
8843836,2016-03-07,92129,32.96692,-117.126158,<= $20,Not Listed,"Homeowners, Families",12.3719683672,13.314102651,369587.321794,24181.0,1.60943791243
15246725,2015-06-12,24016,37.273437,-79.954687,<= $100,Not Listed,"Low Income, African American",10.3094525357,10.6563909931,12448.1106414,20307.0,3.63758615973
5982490,2016-04-27,98057,47.47202,-122.2219,<= $100,creative,"Families, Low Density",11.3030312522,11.9530648311,74225.3628433,23541.0,3.295836866
2354853,2015-08-13,22202,38.856868,-77.051492,<= $1000,Not Listed,Wealthy Urbanites (Renters),15.3291320425,12.9234426827,-4133346.55471,117.0,5.22035582508
31677,2015-12-18,20036,38.907017,-77.041569,<= $1000,legal,Wealthy Urbanites (Renters),15.2384545414,12.2847932989,-3932937.58916,123.0,6.31896811375
4413067,2016-08-27,19317,39.8608,-75.599381,<= $1000,retired,"Homeowners, Families",13.3757738297,12.3309894297,-417595.167773,1081.0,5.52146091786
7869090,2015-09-16,43081,40.110443,-82.890646,<= $1000,Not Listed,"Families, Low Density",13.4820497823,12.2991047644,-496940.602982,938.0,6.21460809842
4687328,2016-04-02,60126,41.896843,-87.94124,<= $100,Not Listed,"Suburban, White, Wealthy",15.4195487179,13.1554112492,-4456273.99082,109.0,3.21887582487
6925620,2016-06-13,60504,41.747452,-88.238622,<= $100,Not Listed,"Homeowners, Families",12.3872185115,12.1776636387,-45319.8530697,4912.0,3.58351893846
5906206,2016-02-04,94103,37.773134,-122.411167,<= $100,Not Listed,Wealthy Urbanites (Renters),14.4095432314,12.3981139712,-1568933.88177,312.0,3.55534806149
5017350,2016-07-25,90026,34.080017,-118.262643,<= $1000,legal,"Hispanic, non citizens, low income",13.2024546993,12.1391839953,-354633.131823,1240.0,5.52146091786
4768057,2016-06-24,30080,33.86994,-84.498081,<= $20,retired,"Homeowners, Families",12.8372779308,12.6327255724,-69550.8377137,3931.0,0.69314718056
5748239,2016-08-20,98367,47.461156,-122.698,<= $100,retired,"White, Middle income Single Family",11.2347843987,10.3231515777,-45289.9939862,4914.0,3.21887582487
15753756,2016-05-26,47421,38.863494,-86.45223,<= $20,Not Listed,"White, Middle income Single Family",11.3380481311,10.4642360907,-48916.331278,4747.0,2.30258509299
7185554,2016-07-18,18042,40.654176,-75.223124,<= $20,professor,"Families, Low Density",11.8753021232,11.4430549399,-50422.5450627,4679.0,2.94443897917
3833585,2015-11-16,10022,40.758628,-73.967948,<= $100,Not Listed,Wealthy Urbanites (Renters),17.6273281816,12.9438982602,-44814303.3812,3.0,4.60517018599
4728121,2016-03-04,32082,30.125226,-81.369578,<= $100,Not Listed,"Homeowners, Families",15.3545693528,13.5457090927,-3896670.93324,127.0,3.68887945411
10759892,2015-05-31,35758,34.711417,-86.74651,<= $100,Not Listed,"Families, Low Density",12.4233027468,12.7218871216,86474.4391111,23667.0,4.43081679884
13686581,2015-05-01,19029,39.868372,-75.292374,<= $100,Not Listed,"Families, Low Density",10.4495258681,8.63732797092,-28889.7558736,6059.0,3.17805383035
11607027,2016-01-13,73034,35.703414,-97.434052,<= $100,Not Listed,"Suburban, White, Wealthy",13.7132917686,12.4674793055,-643080.858005,746.0,3.21887582487
16670134,2016-01-22,67144,37.81917,-97.003301,<= $100,retired,"White, Middle income Single Family",8.88336291692,8.20704391606,-3544.31260581,10851.0,3.21887582487
6656311,2016-08-17,32940,28.19912,-80.781941,<= $100,retired,"Suburban, White, Wealthy",12.8307161207,12.1438475054,-185581.738941,2070.0,3.91202300543
13904392,2015-09-25,10309,40.531346,-74.219857,<= $20,Not Listed,"Homeowners, Families",11.7948132831,11.4330952818,-40235.6879604,5186.0,0.69314718056
9173492,2016-07-28,94030,37.59897,-122.401991,<= $1000,retired,"Homeowners, Families",12.3189637351,12.3995575983,18792.2254083,21273.0,6.21460809842
10924981,2016-08-29,49006,42.292497,-85.63146,<= $1000,retired,"Families, Low Density",11.8049232115,10.7502408446,-87268.7396033,3438.0,5.70378247466
2539116,2016-09-30,10024,40.798452,-73.974428,<= $100,Not Listed,Wealthy Urbanites (Renters),16.6978200138,14.5485779125,-15774006.6125,18.0,4.60517018599
9611479,2016-02-03,77808,30.797736,-96.312084,<= $100,Not Listed,"White, Middle income Single Family",11.6661785993,9.64303652041,-101147.922096,3151.0,4.60517018599
7118811,2016-09-30,37122,36.180589,-86.481794,<= $1000,Not Listed,"White, Middle income Single Family",12.7741751761,11.3408345791,-268792.73474,1552.0,5.8805329864
986936,2015-11-24,33166,25.827855,-80.316183,<= $1000,retired,"Hispanic, non citizens, low income",12.6584626873,11.7636824336,-185913.224834,2066.0,5.52146091786
9435797,2016-02-10,29681,34.767679,-82.225003,<= $5000,Not Listed,"Suburban, White, Wealthy",13.3105675974,12.4696567554,-343222.646675,1280.0,7.90100705199
15149913,2015-09-28,70560,29.921943,-91.878669,<= $20,Not Listed,"Low Income, African American",13.1149519807,10.532056313,-458809.49618,995.0,2.30258509299
8556704,2015-10-31,75022,33.03489,-97.124906,<= $100,Not Listed,"Suburban, White, Wealthy",13.7956159664,11.2729539128,-901636.976074,549.0,3.52636052462
10208210,2015-09-29,32118,29.209639,-81.002321,<= $5000,Not Listed,"Homeowners, Families",12.4900252722,11.8410999784,-126830.874893,2756.0,7.20785987143
7009134,2016-02-29,55044,44.64214,-93.276428,<= $1000,Not Listed,"Suburban, White, Wealthy",13.0247549587,12.7370839891,-113371.723606,2955.0,5.29831736655
12445718,2016-05-24,58503,46.90412,-100.750302,<= $1000,creative,"Suburban, White, Wealthy",12.3118415778,11.5695889693,-116483.036274,2913.0,6.21460809842
14179949,2015-06-20,30349,33.622488,-84.523908,<= $100,Not Listed,"Low Income, African American",12.0127184524,10.6182433236,-123964.250128,2795.0,3.55534806149
3835701,2016-01-11,10022,40.758628,-73.967948,<= $1000,retired,Wealthy Urbanites (Renters),17.6273281816,12.9438982602,-44814303.3812,3.0,5.52146091786
4142252,2016-08-28,83001,43.394562,-110.629837,<= $100,Not Listed,"Homeowners, Families",14.3495998715,11.0174766765,-1644964.25997,295.0,3.21887582487
16414306,2015-07-31,03835,43.372559,-71.08326,<= $100,creative,"White, Middle income Single Family",9.99929760738,9.05972444017,-13409.2199776,8054.0,3.55534806149
2211345,2016-04-10,98513,46.97703,-122.733942,<= $100,Not Listed,"Families, Low Density",11.4737895482,11.6190387929,15032.7884141,20791.0,4.60517018599
3056575,2016-08-10,85258,33.564295,-111.895881,<= $100,Not Listed,"Homeowners, Families",13.0793201678,13.3342595709,139074.785751,23935.0,3.91202300543
15019548,2016-10-15,98354,47.251994,-122.317289,<= $100,Not Listed,"Homeowners, Families",10.5710091855,10.3552757729,-7565.61635419,9367.0,3.40119738166
13069746,2015-11-29,11566,40.663194,-73.554014,<= $20,Not Listed,"Suburban, White, Wealthy",12.8245259131,12.2665715849,-158737.705847,2334.0,1.60943791243
3163384,2016-07-29,33486,26.347501,-80.112571,<= $1000,business,"Families, Low Density",12.4504491733,12.7444306073,87273.2850826,23673.0,4.8283137373
5424603,2016-04-15,97701,44.112338,-121.20634,<= $20,Not Listed,"White, Middle income Single Family",12.8862460292,12.1744278371,-201073.870285,1941.0,2.30258509299
15909758,2016-05-10,35080,33.260081,-86.911474,<= $100,Not Listed,"Suburban, White, Wealthy",10.5016095127,11.5185255493,64187.5794106,23383.0,3.91202300543
4156048,2016-04-21,60201,42.056214,-87.692402,<= $100,finance,"Families, Low Density",14.6049565204,13.7846518158,-1232563.47124,394.0,3.93182563272
14190657,2016-04-06,55057,44.470457,-93.176125,<= $100,creative,"Families, Low Density",12.9899878879,11.8328123798,-300308.795963,1423.0,3.21887582487
