,date,Zipcode,LAT,LNG,transaction_size,job_class,clusterName,logDollars
12868024,2016-06-24,11385,40.700671,-73.889433,<= $100,Not Listed,Wealthy Urbanites (Renters),4.07753744391
1557432,2016-08-05,90036,34.07041,-118.350411,<= $100,Not Listed,Wealthy Urbanites (Renters),4.60517018599
4582238,2016-08-26,22042,38.865024,-77.197125,<= $100,Not Listed,"Homeowners, Families",3.68887945411
6216948,2015-03-16,38826,34.301247,-88.841482,<= $1000,Not Listed,"Families, Low Density",6.90775527898
13333103,2015-10-24,48111,42.177312,-83.488444,<= $100,Not Listed,"White, Middle income Single Family",3.55534806149
8313995,2015-06-07,20912,38.981606,-77.001161,<= $1000,Not Listed,Wealthy Urbanites (Renters),6.21460809842
13696010,2016-09-01,53150,42.871356,-88.13432,<= $100,Not Listed,"Suburban, White, Wealthy",4.60517018599
12252999,2016-05-04,95843,38.715463,-121.363422,<= $100,Not Listed,"Suburban, White, Wealthy",3.91202300543
13204468,2016-06-03,67235,37.688993,-97.500046,<= $100,Not Listed,"White, Middle income Single Family",3.09104245336
16433169,2016-05-28,98380,47.578608,-122.902886,<= $20,Not Listed,"White, Middle income Single Family",1.09861228867
751736,2016-01-17,19067,40.206218,-74.81844,<= $1000,Not Listed,"Suburban, White, Wealthy",6.21460809842
14982520,2016-09-30,67002,37.700947,-97.107258,<= $1000,Not Listed,"White, Middle income Single Family",4.94164242261
7301832,2015-05-08,02109,42.367032,-71.050493,<= $1000,Not Listed,Wealthy Urbanites (Renters),4.89783979995
15911336,2016-02-09,79830,29.802094,-103.22236,<= $1000,professor,"Young Kids, Multi-racial, Low Density",5.52146091786
14235774,2015-10-30,78160,29.252842,-97.927233,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
15129897,2016-06-27,80223,39.695794,-105.003843,<= $1000,Not Listed,"Hispanic, non citizens, low income",6.45990445438
8974831,2016-07-17,18017,40.659951,-75.387306,<= $1000,Not Listed,"Families, Low Density",6.21460809842
15536451,2016-05-16,32526,30.499226,-87.365573,<= $100,retired,"White, Middle income Single Family",3.21887582487
5865621,2016-08-23,98199,47.651371,-122.407349,<= $100,medical,"Families, Low Density",4.31748811354
13008880,2016-02-12,39560,30.376353,-89.172731,<= $100,Not Listed,"White, Middle income Single Family",3.58351893846
11821990,2016-03-31,30277,33.375308,-84.649196,<= $100,Not Listed,"White, Middle income Single Family",4.49980967033
4448748,2015-01-07,22042,38.865024,-77.197125,<= $1000,Not Listed,"Homeowners, Families",5.29831736655
6739960,2016-04-26,87112,35.100609,-106.516275,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.21887582487
3716135,2016-07-09,55421,45.050884,-93.253812,<= $100,Not Listed,"Families, Low Density",3.36729582999
10458316,2016-07-31,55114,44.96669,-93.195072,<= $100,Not Listed,Wealthy Urbanites (Renters),4.36944785247
14120242,2015-09-30,37087,36.263852,-86.269244,<= $100,Not Listed,"White, Middle income Single Family",3.40119738166
10733937,2015-07-31,27612,35.855753,-78.707038,<= $20,Not Listed,"Families, Low Density",2.7080502011
3468202,2015-09-01,60035,42.185968,-87.805939,<= $100,retired,"Homeowners, Families",3.91202300543
8465130,2016-08-06,95616,38.554133,-121.798467,<= $1000,Not Listed,"Homeowners, Families",5.0106352941
13042607,2016-09-21,63020,38.100971,-90.565549,<= $1000,retired,"White, Middle income Single Family",5.29831736655
5988986,2016-05-13,80132,39.09941,-104.84653,<= $100,Not Listed,"Suburban, White, Wealthy",3.21887582487
6624812,2015-09-25,21701,39.443557,-77.332934,<= $20,Not Listed,"Families, Low Density",2.3978952728
14565275,2015-11-30,80654,40.138103,-104.065491,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.91202300543
7992677,2016-06-05,53589,42.924555,-89.212885,<= $20,Not Listed,"White, Middle income Single Family",0.69314718056
8672163,2016-03-23,80220,39.733819,-104.91657,<= $20,Not Listed,"Families, Low Density",1.60943791243
6805859,2016-07-08,10013,40.720103,-74.004903,<= $100,Not Listed,Wealthy Urbanites (Renters),4.09434456222
8473743,2015-09-09,02144,42.399655,-71.12255,<= $100,Not Listed,Wealthy Urbanites (Renters),3.91202300543
10982902,2015-09-30,92109,32.786772,-117.234207,<= $20,Not Listed,"Families, Low Density",2.30258509299
5550380,2015-05-29,28211,35.166342,-80.797285,<= $100,Not Listed,"Families, Low Density",3.21887582487
13033751,2016-09-21,68507,40.858885,-96.614848,<= $100,retired,"White, Middle income Single Family",3.68887945411
16611972,2015-11-12,31533,31.560258,-82.828039,<= $100,medical,"Young Kids, Multi-racial, Low Density",4.44265125649
9767282,2016-01-31,89178,35.997668,-115.286066,<= $1000,Not Listed,"Suburban, White, Wealthy",5.52146091786
9572558,2016-05-20,43235,40.118363,-83.027626,<= $100,Not Listed,"Families, Low Density",3.21887582487
2689447,2015-07-14,10011,40.742039,-74.00062,<= $100,Not Listed,Wealthy Urbanites (Renters),3.21887582487
16606018,2015-09-10,52228,41.90229,-91.788702,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
15951742,2016-05-27,13159,42.802964,-76.111618,<= $1000,homemaker,"White, Middle income Single Family",6.21460809842
16605153,2016-04-06,24590,37.796421,-78.490289,<= $1000,farmer,"White, Middle income Single Family",5.52146091786
5287944,2015-10-24,80302,40.043465,-105.372324,<= $100,Not Listed,"Families, Low Density",3.21887582487
8524262,2015-12-20,07465,41.054855,-74.332764,<= $100,Not Listed,"Homeowners, Families",3.40119738166
2034587,2016-09-13,78738,30.319748,-97.958224,<= $100,homemaker,"Suburban, White, Wealthy",3.91202300543
2074886,2016-09-30,90272,34.08746,-118.544232,<= $20,retired,"Homeowners, Families",1.60943791243
6946624,2016-02-15,94402,37.523602,-122.34492,<= $100,Not Listed,"Homeowners, Families",4.60517018599
4328213,2016-03-26,21093,39.43914,-76.64095,<= $100,Not Listed,"Suburban, White, Wealthy",3.91202300543
9889730,2015-05-30,27597,35.841015,-78.30268,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
15316895,2016-07-16,91722,34.097345,-117.906736,<= $20,Not Listed,"Hispanic, non citizens, low income",2.30258509299
6082065,2016-05-02,78006,29.85855,-98.703353,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
10509951,2016-07-13,30075,34.055084,-84.390492,<= $100,Not Listed,"Suburban, White, Wealthy",3.98898404656
4603253,2016-06-30,20169,38.879166,-77.645449,<= $1000,Not Listed,"Suburban, White, Wealthy",6.21460809842
14720717,2016-06-28,87104,35.103183,-106.675548,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.61091791264
11811577,2015-06-09,32159,28.933207,-81.898475,<= $20,Not Listed,"White, Middle income Single Family",1.60943791243
9414977,2016-03-31,15205,40.438093,-80.09909,<= $100,Not Listed,"Families, Low Density",4.34380542185
3087852,2016-05-25,95125,37.295056,-121.89144,<= $1000,retired,"Homeowners, Families",5.52146091786
8003194,2016-02-05,18976,40.248821,-75.143522,<= $100,retired,"Homeowners, Families",3.21887582487
15452025,2016-04-04,04730,46.191023,-67.860968,<= $20,legal,"White, Middle income Single Family",2.77258872224
16533843,2016-04-01,30741,34.952685,-85.281297,<= $20,Not Listed,"White, Middle income Single Family",1.09861228867
78797,2015-05-01,20010,38.933366,-77.030312,<= $20,Not Listed,Wealthy Urbanites (Renters),2.30258509299
12369958,2015-09-26,33444,26.458903,-80.079637,<= $20,Not Listed,Wealthy Urbanites (Renters),2.30258509299
15252955,2016-08-10,48169,42.461925,-83.947382,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
6536357,2016-06-04,94611,37.82935,-122.203507,<= $100,retired,"Homeowners, Families",4.60517018599
7121592,2016-05-05,50511,43.074041,-94.219184,<= $20,Not Listed,"White, Middle income Single Family",1.60943791243
11947998,2015-11-28,80525,40.529861,-105.036641,<= $20,Not Listed,"Families, Low Density",2.7080502011
968915,2016-08-07,20009,38.919144,-77.037381,<= $100,Not Listed,Wealthy Urbanites (Renters),3.21887582487
16429447,2015-07-08,44280,41.249047,-81.930597,<= $100,Not Listed,"White, Middle income Single Family",4.06044301055
8538146,2016-09-27,87506,35.813114,-105.984455,<= $100,Not Listed,"Homeowners, Families",4.60517018599
3684551,2016-03-11,55422,45.009275,-93.341105,<= $100,Not Listed,"Families, Low Density",3.40119738166
12706336,2016-07-29,90503,33.840398,-118.353715,<= $1000,professor,"Homeowners, Families",6.90775527898
3622625,2016-01-20,29801,33.588993,-81.697037,<= $100,Not Listed,Low Income African American,3.55534806149
8804201,2015-04-12,60043,42.088859,-87.714588,<= $5000,Not Listed,"Homeowners, Families",7.90100705199
313262,2015-10-02,20001,38.910353,-77.017739,<= $1000,Not Listed,Wealthy Urbanites (Renters),5.37989735354
2913151,2016-07-06,85021,33.559421,-112.092875,<= $20,Not Listed,"Hispanic, non citizens, low income",1.60943791243
8407158,2015-01-03,90068,34.129772,-118.330989,<= $1000,Not Listed,"Homeowners, Families",5.52146091786
11901885,2015-07-31,47905,40.420015,-86.766044,<= $100,Not Listed,"Families, Low Density",3.85014760171
2172731,2016-09-14,22207,38.906665,-77.124238,<= $100,retired,"Homeowners, Families",3.21887582487
5240843,2015-06-30,97124,45.569079,-122.946701,<= $100,Not Listed,"Families, Low Density",3.91202300543
1919876,2015-06-30,78746,30.296865,-97.809578,<= $1000,Not Listed,"Homeowners, Families",5.99396142731
5968687,2016-08-03,98155,47.754413,-122.300477,<= $100,Not Listed,"Suburban, White, Wealthy",3.91202300543
8576654,2015-12-22,15301,40.153494,-80.253464,<= $100,retired,"Families, Low Density",4.60517018599
5339179,2015-02-25,97415,42.084386,-124.174762,<= $1000,retired,"White, Middle income Single Family",6.21460809842
9969438,2016-09-30,25071,38.462464,-81.466833,<= $1000,Not Listed,"White, Middle income Single Family",4.61512051684
16642745,2016-04-30,12566,41.633519,-74.319661,<= $100,Not Listed,"Suburban, White, Wealthy",4.60517018599
2175957,2016-07-31,22207,38.906665,-77.124238,<= $100,Not Listed,"Homeowners, Families",4.60517018599
5703277,2016-03-12,98368,48.034402,-122.838953,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
1763412,2016-07-18,94114,37.758057,-122.43541,<= $1000,Not Listed,Wealthy Urbanites (Renters),6.90775527898
2124337,2016-04-26,73118,35.517968,-97.528718,<= $100,Not Listed,"Families, Low Density",3.91202300543
1377255,2016-05-16,08540,40.36301,-74.655321,<= $100,Not Listed,"Homeowners, Families",3.55534806149
949684,2016-05-25,19130,39.967935,-75.176073,<= $1000,engineer,"Families, Low Density",4.63472898823
12038289,2016-05-04,33901,26.621074,-81.878139,<= $100,Not Listed,Low Income African American,3.295836866
13876583,2016-05-14,94521,37.956012,-121.956194,<= $20,Not Listed,"Homeowners, Families",2.7080502011
198381,2016-06-16,62025,38.831391,-89.932326,<= $20,Not Listed,"Families, Low Density",2.7080502011
2125228,2016-08-05,73170,35.325769,-97.552609,<= $100,Not Listed,"Suburban, White, Wealthy",3.63758615973
12967663,2016-03-26,04072,43.550411,-70.466341,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
8620924,2015-07-10,94704,37.866536,-122.257996,<= $20,Not Listed,"Families, Low Density",1.60943791243
1130980,2016-02-10,08080,39.757432,-75.121872,<= $20,Not Listed,"Suburban, White, Wealthy",2.30258509299
9025530,2015-12-31,78023,29.609914,-98.746764,<= $100,Not Listed,"Suburban, White, Wealthy",3.17805383035
9868225,2016-06-30,07042,40.813487,-74.219011,<= $1000,Not Listed,"Families, Low Density",5.99146454711
4614765,2015-11-30,20187,38.721847,-77.748187,<= $20,Not Listed,"Suburban, White, Wealthy",2.99573227355
10863246,2015-10-07,07849,40.970323,-74.607244,<= $20,Not Listed,"Suburban, White, Wealthy",2.7080502011
10952296,2016-04-08,06095,41.871037,-72.675082,<= $100,Not Listed,"Families, Low Density",3.91202300543
14110590,2016-04-30,64850,36.860533,-94.401675,<= $20,Not Listed,"White, Middle income Single Family",1.60943791243
10784536,2016-06-02,15001,40.595263,-80.322877,<= $100,Not Listed,"White, Middle income Single Family",4.49980967033
13953709,2016-08-04,15005,40.64508,-80.186648,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
12959528,2016-04-05,34609,28.479476,-82.507906,<= $100,retired,"White, Middle income Single Family",4.60517018599
9768491,2015-06-17,89135,36.100973,-115.375908,<= $1000,Not Listed,"Suburban, White, Wealthy",5.52146091786
8925081,2016-06-20,18104,40.611658,-75.546853,<= $100,retired,"Families, Low Density",4.60517018599
12676558,2016-02-29,97267,45.408427,-122.612867,<= $1000,Not Listed,"White, Middle income Single Family",5.52146091786
15677038,2015-12-09,04259,44.233505,-70.014723,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
5998237,2016-05-31,95060,37.036461,-122.12175,<= $100,Not Listed,"Homeowners, Families",3.295836866
12563579,2016-05-14,63143,38.611729,-90.321432,<= $100,Not Listed,"Families, Low Density",3.21887582487
1299967,2016-05-13,20817,38.997272,-77.151816,<= $5000,homemaker,"Homeowners, Families",7.74066440192
232323,2016-06-30,76177,32.975361,-97.310486,<= $100,Not Listed,"Suburban, White, Wealthy",4.49980967033
5179007,2015-04-11,70124,30.007379,-90.103919,<= $20,professor,"Families, Low Density",2.7080502011
14266144,2016-05-18,07040,40.730785,-74.268919,<= $100,Not Listed,"Homeowners, Families",4.06044301055
637925,2016-02-05,43209,39.953616,-82.930721,<= $1000,Not Listed,Low Income African American,5.52146091786
5583867,2015-04-20,97229,45.551031,-122.809275,<= $1000,Not Listed,"Suburban, White, Wealthy",6.21460809842
996383,2016-04-11,33176,25.659873,-80.358354,<= $20,Not Listed,"Homeowners, Families",2.30258509299
3766616,2016-07-20,93108,34.448024,-119.616984,<= $20,retired,"Homeowners, Families",2.07944154168
2145173,2015-10-01,98406,47.264107,-122.512591,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
15632406,2016-05-31,33196,25.652131,-80.490508,<= $20,Not Listed,"Hispanic, non citizens, low income",2.99573227355
9128706,2016-06-29,33434,26.382712,-80.167138,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
15123007,2015-12-31,80421,39.460932,-105.501199,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
16526833,2015-12-09,99003,47.920209,-117.292679,<= $100,Not Listed,"White, Middle income Single Family",4.09434456222
16781746,2016-01-25,29487,32.657682,-80.183948,<= $100,Not Listed,Low Income African American,3.21887582487
3838828,2016-09-14,10022,40.758628,-73.967948,<= $100,Not Listed,Wealthy Urbanites (Renters),4.31748811354
3092217,2015-04-07,95076,36.946256,-121.756479,<= $100,legal,"Hispanic, non citizens, low income",4.60517018599
8526498,2016-08-03,07423,40.999485,-74.096574,<= $100,retired,"Homeowners, Families",3.55534806149
2505512,2016-08-31,76102,32.759104,-97.329756,<= $100,Not Listed,Low Income African American,4.60517018599
8307575,2015-06-08,91361,34.136077,-118.888919,<= $5000,Not Listed,"Homeowners, Families",7.90100705199
2638268,2015-10-01,06810,41.374284,-73.457611,<= $100,Not Listed,Wealthy Urbanites (Renters),3.73766961828
4657700,2016-06-27,44118,41.502337,-81.556571,<= $100,retired,"Families, Low Density",4.60517018599
8256988,2016-03-23,63102,38.635181,-90.187001,<= $1000,legal,Wealthy Urbanites (Renters),5.83481073706
1352068,2015-10-02,08540,40.36301,-74.655321,<= $100,Not Listed,"Homeowners, Families",3.13549421593
14107976,2016-02-08,01056,42.183577,-72.457812,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
12575647,2016-02-26,33625,28.066876,-82.561218,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",4.07753744391
16819604,2015-12-04,76933,31.856368,-100.288351,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
11523762,2016-04-18,48843,42.575522,-83.923398,<= $100,medical,"White, Middle income Single Family",4.60517018599
2246767,2015-09-30,98467,47.203279,-122.567719,<= $100,Not Listed,"Families, Low Density",3.91202300543
4908421,2016-08-28,54016,44.981117,-92.69486,<= $100,retired,"Suburban, White, Wealthy",4.60517018599
3171907,2016-06-30,53217,43.158204,-87.913225,<= $5000,homemaker,"Suburban, White, Wealthy",7.90100705199
10005094,2015-06-08,23112,37.433405,-77.662862,<= $100,Not Listed,"Families, Low Density",3.04452243772
7910944,2016-06-19,48104,42.263484,-83.71512,<= $100,legal,"Families, Low Density",4.60517018599
305897,2015-10-30,20001,38.910353,-77.017739,<= $100,engineer,Wealthy Urbanites (Renters),3.17805383035
14321144,2016-03-21,43160,39.526516,-83.441323,<= $100,retired,"White, Middle income Single Family",3.91202300543
9243127,2015-05-03,19148,39.911612,-75.151475,<= $20,Not Listed,"White, Middle income Single Family",2.99573227355
6826909,2015-09-04,30339,33.87632,-84.46209,<= $20,Not Listed,"Families, Low Density",2.8903717579
2440002,2015-09-16,77098,29.734813,-95.416098,<= $100,Not Listed,Wealthy Urbanites (Renters),3.91202300543
12136365,2015-04-10,01760,42.284822,-71.348811,<= $1000,retired,"Suburban, White, Wealthy",6.90775527898
11454581,2015-09-21,25541,38.480587,-82.130164,<= $100,retired,"White, Middle income Single Family",4.60517018599
11943549,2015-04-27,67107,38.194214,-97.547655,<= $20,Not Listed,"White, Middle income Single Family",1.60943791243
8791763,2016-09-20,06510,41.306517,-72.926008,<= $20,retired,Wealthy Urbanites (Renters),2.30258509299
5350654,2016-01-29,50266,41.570085,-93.798416,<= $1000,Not Listed,"Families, Low Density",6.90775527898
1200009,2015-06-07,20910,39.002837,-77.036701,<= $1000,retired,Wealthy Urbanites (Renters),6.90775527898
16520748,2016-02-28,42134,36.724535,-86.564483,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
15085074,2015-08-13,75803,31.881777,-95.679494,<= $1000,homemaker,"Young Kids, Multi-racial, Low Density",5.52146091786
3389455,2016-03-09,02459,42.314779,-71.192017,<= $100,Not Listed,"Homeowners, Families",3.295836866
16329974,2016-04-28,66046,38.904524,-95.209753,<= $20,Not Listed,"Families, Low Density",0.0
15483867,2016-09-21,13057,43.101955,-76.037919,<= $100,legal,"Families, Low Density",3.21887582487
12877541,2016-09-27,61114,42.306605,-88.990894,<= $100,retired,"Families, Low Density",3.21887582487
2263508,2016-06-05,98103,47.678255,-122.338152,<= $100,Not Listed,"Families, Low Density",3.21887582487
9332096,2016-06-29,17057,40.193562,-76.724573,<= $100,Not Listed,"Families, Low Density",3.91202300543
5825627,2015-06-09,97306,44.842904,-123.094751,<= $20,Not Listed,"Families, Low Density",2.99573227355
10755370,2015-12-31,47404,39.219531,-86.591196,<= $20,Not Listed,"Families, Low Density",2.7080502011
15196734,2015-09-11,95823,38.474099,-121.443454,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.87120101091
8580292,2016-08-06,77025,29.685706,-95.434764,<= $1000,medical,"Families, Low Density",6.90775527898
449147,2015-12-08,63028,38.137919,-90.392182,<= $100,Not Listed,"White, Middle income Single Family",3.68887945411
6193982,2016-08-23,07024,40.85064,-73.971007,<= $100,Not Listed,Wealthy Urbanites (Renters),3.21887582487
9118673,2016-08-01,94618,37.844672,-122.238105,<= $100,retired,"Homeowners, Families",3.21887582487
1836787,2016-09-08,90024,34.065723,-118.434969,<= $100,Not Listed,Wealthy Urbanites (Renters),3.21887582487
7638296,2015-07-31,77494,29.740677,-95.829652,<= $100,Not Listed,"Suburban, White, Wealthy",4.49980967033
4518810,2015-09-11,22042,38.865024,-77.197125,<= $100,engineer,"Homeowners, Families",3.68887945411
13014939,2016-08-02,07031,40.786256,-74.12622,<= $100,Not Listed,"Homeowners, Families",3.7135720667
13573801,2016-01-30,97009,45.422994,-122.33277,<= $20,Not Listed,"White, Middle income Single Family",1.60943791243
14550502,2016-07-01,08536,40.33229,-74.581076,<= $20,Not Listed,"Homeowners, Families",2.99573227355
16868154,2016-02-29,32465,30.007868,-85.181889,<= $100,retired,"White, Middle income Single Family",3.21887582487
15807228,2016-04-04,21211,39.329817,-76.639408,<= $20,Not Listed,"Families, Low Density",2.30258509299
6357420,2015-04-29,64113,39.014065,-94.595652,<= $1000,legal,"Suburban, White, Wealthy",6.21460809842
4867699,2016-09-30,08097,39.813376,-75.150617,<= $1000,Not Listed,"White, Middle income Single Family",5.20948615284
10046545,2016-05-10,89104,36.151382,-115.108648,<= $20,professor,"Young Kids, Multi-racial, Low Density",2.30258509299
16066765,2016-09-30,07105,40.723066,-74.138636,<= $20,Not Listed,Wealthy Urbanites (Renters),2.07944154168
14918391,2016-05-07,11575,40.680422,-73.584877,<= $100,Not Listed,Low Income African American,3.21887582487
12192753,2015-03-31,53029,43.146603,-88.340998,<= $5000,Not Listed,"Suburban, White, Wealthy",7.69621263935
1519841,2016-08-31,92264,33.708592,-116.497622,<= $20,retired,"Families, Low Density",2.07944154168
7490514,2016-07-29,45040,39.350783,-84.313198,<= $1000,Not Listed,"Suburban, White, Wealthy",4.75359019111
14246148,2016-07-18,95051,37.34864,-121.984373,<= $20,Not Listed,"Homeowners, Families",2.07944154168
2934159,2016-06-01,93420,35.176043,-120.476694,<= $100,Not Listed,"Suburban, White, Wealthy",3.21887582487
15272423,2015-12-20,06390,41.27358,-71.969009,<= $20,Not Listed,"Homeowners, Families",2.30258509299
11294381,2015-10-21,78624,30.280938,-98.876683,<= $100,medical,"White, Middle income Single Family",3.91202300543
4816978,2015-11-02,19010,40.023624,-75.329727,<= $20,professor,"Families, Low Density",2.30258509299
10160126,2016-04-29,22980,38.099858,-78.880549,<= $100,retired,"Families, Low Density",3.61091791264
12007767,2016-02-27,80021,39.890663,-105.113724,<= $1000,Not Listed,"Families, Low Density",6.21460809842
6888434,2016-05-06,43219,40.006091,-82.920945,<= $100,Not Listed,Low Income African American,3.21887582487
2157202,2015-06-30,22207,38.906665,-77.124238,<= $100,Not Listed,"Homeowners, Families",4.60517018599
7593934,2016-07-07,92115,32.764998,-117.073641,<= $20,retired,"Homeowners, Families",1.09861228867
5251721,2016-01-29,75150,32.817399,-96.630416,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",1.60943791243
7764891,2015-03-01,53228,42.969046,-88.043224,<= $20,Not Listed,"White, Middle income Single Family",1.09861228867
5005269,2016-04-04,90232,34.019323,-118.391902,<= $100,Not Listed,Wealthy Urbanites (Renters),3.82864139649
10711647,2015-04-15,07932,40.777242,-74.392943,<= $100,Not Listed,"Homeowners, Families",3.73766961828
2206914,2016-02-29,98107,47.667527,-122.377551,<= $20,Not Listed,"Families, Low Density",2.30258509299
12138448,2016-02-29,01760,42.284822,-71.348811,<= $20,Not Listed,"Suburban, White, Wealthy",2.7080502011
2163064,2015-10-31,22207,38.906665,-77.124238,<= $1000,Not Listed,"Homeowners, Families",4.8283137373
13729214,2016-07-21,85741,32.335291,-111.041759,<= $100,retired,"Young Kids, Multi-racial, Low Density",4.02535169074
11999790,2016-02-09,60120,42.034492,-88.238396,<= $20,Not Listed,"Hispanic, non citizens, low income",1.60943791243
16324388,2016-05-30,04915,44.463502,-69.037571,<= $20,retired,"Families, Low Density",2.7080502011
8511246,2016-05-06,95472,38.398815,-122.861923,<= $20,retired,"Suburban, White, Wealthy",1.60943791243
1282268,2016-02-14,22314,38.806853,-77.056374,<= $20,Not Listed,Wealthy Urbanites (Renters),2.30258509299
15353005,2016-06-30,60064,42.324027,-87.856704,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",4.14313472639
2629876,2015-03-30,92024,33.056022,-117.2599,<= $100,retired,"Homeowners, Families",4.60517018599
859164,2016-05-24,35209,33.466348,-86.811516,<= $5000,Not Listed,"Families, Low Density",7.90100705199
16381953,2016-08-31,63033,38.800147,-90.274817,<= $1000,Not Listed,Low Income African American,5.29831736655
4687234,2016-04-29,60126,41.896843,-87.94124,<= $1000,Not Listed,"Suburban, White, Wealthy",5.52146091786
2083955,2015-09-11,94568,37.715245,-121.9147,<= $100,Not Listed,"Homeowners, Families",4.38202663467
13336732,2015-07-31,48383,42.65561,-83.525824,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
10278385,2015-08-12,92084,33.219935,-117.202606,<= $20,retired,"Hispanic, non citizens, low income",2.7080502011
9519409,2015-06-04,75701,32.321937,-95.302223,<= $100,Not Listed,Low Income African American,3.68887945411
16627470,2016-03-18,21225,39.226117,-76.615735,<= $1000,retired,Low Income African American,4.78749174278
14895714,2016-02-02,11951,40.763164,-72.830344,<= $100,Not Listed,"White, Middle income Single Family",3.55534806149
15119890,2016-08-20,80204,39.734837,-105.020395,<= $1000,Not Listed,"Young Kids, Multi-racial, Low Density",6.90775527898
14355229,2016-05-06,10039,40.830867,-73.936218,<= $100,Not Listed,Wealthy Urbanites (Renters),3.21887582487
5991880,2016-02-16,29209,33.926751,-80.950364,<= $1000,legal,Low Income African American,6.90775527898
10809157,2015-04-30,26554,39.465392,-80.109845,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
3183903,2015-05-03,75203,32.746823,-96.802681,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",1.60943791243
16891307,2016-05-02,39365,32.602694,-89.126133,<= $100,retired,"White, Middle income Single Family",4.60517018599
8550848,2016-06-30,21001,39.503056,-76.202096,<= $100,retired,"White, Middle income Single Family",4.60517018599
857483,2016-04-27,17601,40.074241,-76.314914,<= $5000,Not Listed,"Families, Low Density",7.43838353004
4593765,2016-04-05,20904,39.066616,-76.980935,<= $100,finance,Wealthy Urbanites (Renters),3.91202300543
212916,2015-09-30,20854,39.032772,-77.22083,<= $1000,medical,"Homeowners, Families",5.52146091786
16305832,2015-08-23,85019,33.508879,-112.144514,<= $100,Not Listed,"Hispanic, non citizens, low income",4.60517018599
7256926,2016-06-28,35243,33.440918,-86.741508,<= $20,Not Listed,"Families, Low Density",1.60943791243
11725063,2016-09-28,78676,30.034449,-98.142776,<= $100,legal,"Suburban, White, Wealthy",4.60517018599
13739143,2016-02-01,97381,44.939469,-122.720723,<= $1000,Not Listed,"White, Middle income Single Family",6.90775527898
16716317,2016-04-05,28789,35.407057,-83.316777,<= $100,Not Listed,"White, Middle income Single Family",3.295836866
4828767,2015-09-12,19464,40.258928,-75.615861,<= $100,Not Listed,"Families, Low Density",4.60517018599
3855323,2016-02-24,95864,38.584047,-121.375846,<= $100,Not Listed,"Suburban, White, Wealthy",3.91202300543
3208289,2016-01-24,48858,43.616033,-84.795459,<= $100,Not Listed,"Families, Low Density",3.91202300543
13399062,2015-06-10,78741,30.230506,-97.714185,<= $1000,Not Listed,Wealthy Urbanites (Renters),5.52146091786
2737397,2016-06-26,10028,40.776441,-73.953509,<= $100,Not Listed,Wealthy Urbanites (Renters),3.55534806149
11424301,2015-07-07,79105,35.691238,-101.820831,<= $100,Not Listed,"Hispanic, non citizens, low income",3.68887945411
1791964,2015-04-16,90265,34.066117,-118.846342,<= $20,Not Listed,"Homeowners, Families",2.77258872224
9026261,2015-07-02,78023,29.609914,-98.746764,<= $100,Not Listed,"Suburban, White, Wealthy",3.21887582487
9230344,2016-05-11,61254,41.46723,-90.14963,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
9067712,2016-06-09,18106,40.56471,-75.568758,<= $100,Not Listed,"Suburban, White, Wealthy",4.07753744391
3154911,2015-11-30,37027,35.999288,-86.785062,<= $20,Not Listed,"Suburban, White, Wealthy",2.7080502011
9932690,2016-07-01,53211,43.082414,-87.881444,<= $100,retired,"White, Middle income Single Family",3.91202300543
13006728,2016-04-07,91411,34.178522,-118.459234,<= $20,Not Listed,Wealthy Urbanites (Renters),2.7080502011
658477,2016-01-20,55110,45.089912,-93.005988,<= $5000,retired,"White, Middle income Single Family",7.90100705199
2057935,2016-05-25,92821,33.927561,-117.887086,<= $20,retired,"Homeowners, Families",1.94591014906
9921567,2016-06-30,23435,36.83842,-76.480264,<= $20,Not Listed,"Suburban, White, Wealthy",0.69314718056
